node_idx,x,v,theta,omega,force,time
0.0,-3.092478421651774e-06,-0.0003766139920272948,0.04481108852177627,0.0182665463499363,10.168918857866606,0.0
1.0,0.0002728697688308717,0.1692607370677867,0.031606586508807905,-0.16415043775743893,-10.063981344378023,0.014644660940672627
2.0,-1.308131061315085e-07,-5.010302148654322e-05,0.09175187275851295,0.002498693987285544,11.925104920847499,0.05
3.0,0.04142769970590137,1.2654101476720023,0.1221419126366731,-1.2495427162144934,11.844715409012407,0.08535533905932738
4.0,0.08137636093682622,1.3111785232374584,0.1701618233445506,-1.2567007452342285,-10.8677974818206,0.1
5.0,0.0032277565044221516,0.8904955110405515,0.24850013472574686,-0.8570991782099561,10.20927158457254,0.11464466094067263
6.0,0.08138874071643752,1.3137010949438772,0.2102209558911616,-1.2713500878160904,-4.519002325171592,0.15000000000000002
7.0,0.15493511632861798,0.5459201959859823,0.21012342161825887,-0.49069258278723743,-12.183545521519683,0.18535533905932738
8.0,0.16498005543495373,0.20588985927146247,0.31418979793433793,-0.11111427354332963,-11.197493366631459,0.2
9.0,0.15100271423825887,0.06582206685106477,0.32792498991748054,-0.01723696155997878,10.566256871081954,0.21464466094067264
10.0,0.16499012393195608,0.20594699979955608,0.33175037893730525,-0.117066842379998,-11.643629193117217,0.25
11.0,0.1467326790921343,-0.8624641211213024,0.43083777156830155,0.8462282383741642,-12.339142213825584,0.2853553390593274
12.0,0.11579404599153909,-1.168916960404486,0.5906414046233072,1.1433190437788234,-10.80153933108428,0.30000000000000004
13.0,0.20069025606285879,-1.3320122527511749,0.5135011116349705,1.305515665922539,10.43225521450067,0.31464466094067267
14.0,0.11580041294825189,-1.1699329131997047,0.5928247287298911,1.1353062264479508,-10.998778485186051,0.35000000000000003
15.0,0.004740556983700012,-2.101070929737031,0.7784303862184899,1.7369132199385051,-10.85199538947351,0.3853553390593274
16.0,-0.06159627312708108,-2.3503071134934403,0.9764154715668055,1.897220325949198,-10.113245235142962,0.4
17.0,0.12250722026691989,-2.7647142375162463,0.8279183007175331,2.2977601957046057,10.089913547595325,0.41464466094067265
18.0,-0.06159647677099875,-2.352868452053044,1.028599455295289,1.8851407431824119,-1.4020273673329495,0.45
19.0,-0.21897281760556822,-2.123981646645483,1.290814693346169,1.67831236283321,11.488583145054676,0.4853553390593274
20.0,-0.2772204748231295,-1.7749554058754522,1.3796687637650862,1.556887063372905,10.00511929677089,0.5
21.0,-0.15046225783591702,-1.687126209764602,1.2555610639031438,1.7006999072305724,-9.999837920606764,0.5146446609406726
22.0,-0.2772298000234756,-1.7782564200553022,1.5044592117628168,1.5598493028158962,10.940254364772922,0.55
23.0,-0.3724391276501592,-0.7934745099302316,1.6886215523943269,1.2667112359886332,12.234147003392646,0.5853553390593274
24.0,-0.3904066007788366,-0.500555590740885,1.7432136831341773,1.2614850339589565,9.99881890189775,0.6
25.0,-0.35545508961085176,-0.33178475767823545,1.6376733920328244,1.5325827921166495,-10.00564963694389,0.6146446609406726
26.0,-0.3904192533381006,-0.5024555384972517,1.8777274514764153,1.2731560663888628,11.001935285067702,0.65
27.0,-0.38915808868303364,0.6297045203896603,2.0457199285181633,1.3893614062075785,12.025227739142132,0.6853553390593273
28.0,-0.36774710888466944,0.6967293036355486,2.10158179422925,1.3565285782813492,-10.048325343025232,0.7
29.0,-0.38020334833314096,-0.04498825305458684,2.0141328693986176,1.2982759563821993,9.674465655479828,0.7146446609406726
30.0,-0.3677580326156184,0.6967211997265422,2.2283600160032657,1.374389858708152,10.490781602888672,0.75
31.0,-0.2829042461137555,1.5316208013286527,2.407544256364925,1.7335468513758885,11.015310848625457,0.7853553390593273
32.0,-0.23662630023517656,1.6107770209751078,2.486505170885318,1.7261645505921266,-10.225045668045516,0.7999999999999999
33.0,-0.30863145640915396,0.6655679849839816,2.393728699274598,1.2054420675935165,10.064171700468114,0.8146446609406726
34.0,-0.23663218574045877,1.6122124490335332,2.5926158789266003,1.7473280995996339,10.012064076966626,0.85
35.0,-0.11014410975913189,1.62568510036231,2.773233923853377,1.6206202667016318,-8.275603545958745,0.8853553390593273
36.0,-0.067131922465302,1.3379836129512652,2.8779305934792476,1.318672761706104,-10.47844072542904,0.8999999999999999
37.0,-0.16086934502280803,1.1986135391123203,2.7864639702586254,1.3221824763509988,10.220029265126517,0.9146446609406725
38.0,-0.06713133652002092,1.3408200637685403,2.9605969576106057,1.3436158728610479,-10.715823374671887,0.95
39.0,-0.003543127440828991,0.3132380444498739,3.0924324856688887,0.3109820859063941,-11.901822708349856,0.9853553390593273
40.0,-1.6201710077342932e-06,0.00011261201005202556,3.121627810418102,-0.006786048699238947,-10.691224955082728,0.9999999999999999
