node_idx,x,y,vx,vy,yaw,omega,nu,xi,throttle,steer,time
0.0,1.7880279065568044e-25,2.0664153544088106e-27,10.0,5.477640279838158e-26,7.130130868574918e-25,-3.653533496107478e-24,1.5320216651749335e-32,-3.8598244787722534e-27,19.999888384288273,-0.0030611181849452,0.0
1.0,35.70796326794897,-0.17216132526894679,50.2002376411014,0.3029485167093723,-0.015677171586640316,-0.04407843019883675,-0.17216132526894673,-0.015677171586640313,19.99970778420916,0.0019443951203255373,35.70796326794897
2.0,71.41592653589794,-0.6878022750218986,58.67133562808427,0.17693987357424676,-0.02225166320905528,0.02990761534236151,-0.6878022750218984,-0.022251663209055278,19.999631166389392,0.0014107174087046885,71.41592653589794
3.0,107.12388980384691,-1.3101368085803324,64.89756305776018,-0.39379898661261925,-0.009549435654907588,0.013082666050951895,-1.310136808580332,-0.009549435654907585,19.99956575961302,0.00022230631121385045,107.12388980384691
4.0,142.83185307179588,-1.5676692542423105,69.66546574290847,-0.7633820191448567,0.012151655782495272,0.07063563281250282,-1.56766925424231,0.012151655782495278,19.999507209200395,0.010292693633528128,142.83185307179588
5.0,178.53981633974485,-0.7678619196930822,73.30165277861494,-2.5031547100364624,0.07771068614006628,0.1947708863351303,-0.7678619196930818,0.07771068614006627,19.999455477058298,0.017057390369112555,178.53981633974485
6.0,214.0410837841723,2.3494435315936406,75.80642457992036,-5.25555871538843,0.2009814999262483,0.3236188939122727,0.766850521203149,0.11171159175637588,19.999411670863076,0.02832462143767761,214.24777960769381
7.0,248.75851123221014,9.420465219331378,77.12909880420305,-8.081646100648527,0.37482965804684254,0.4291950497699303,1.5694907336549309,0.10701993353722526,19.999384304560618,0.032878752770605243,249.95574287564278
8.0,281.8270953546758,21.75747936405679,77.67829587898042,-9.710950804124012,0.5681012370128675,0.42087855381759104,1.5695274656305742,0.1217516961635054,19.99937126196943,0.029334901482073034,285.66370614359175
9.0,312.1809652961847,39.74405076633394,78.10654050027296,-9.5793022057398,0.7481579877148781,0.3767559865150145,1.5450134025214994,0.12326863052577117,19.99935775588225,0.029186295156936402,321.3716694115407
10.0,338.83351220990045,62.875998199200666,78.56170578197329,-9.226313945410235,0.9203895949892185,0.3903348899860934,1.5678596559770164,0.1169604214603667,19.999339629650983,0.03132285232675074,357.0796326794897
11.0,360.9870788657312,90.34692729480591,78.83505355021902,-9.619092488026123,1.1022072470234983,0.4232210928793831,1.5479924476796103,0.12023825715490165,19.999321052126465,0.03255853627685281,392.78759594743866
12.0,377.8701529456337,121.32833203138118,78.95418438828554,-9.985973653301377,1.2887169874381392,0.4137936734361142,1.5696207403755251,0.12820818122979788,19.999300000232413,0.029996071849868272,428.49555921538763
13.0,389.00682882566934,154.81951820887028,79.33964417679908,-9.136058832484139,1.4512851493402716,0.31769170529452123,1.5694142115113328,0.11223652679218538,19.999263477176424,0.02045779793486019,464.2035224833366
14.0,394.7976568128703,189.76912522365018,80.3547733189891,-6.652514964138216,1.5588232414011385,0.16794750329606115,0.7906777614378986,0.041234802513307175,19.999197453344607,0.010361310857866814,499.91148575128557
15.0,396.60625763670436,225.35841948795655,81.80699706092804,-3.5524419147365185,1.6070410658882281,0.051063167667293935,-0.7174071430727381,0.00018271883052466934,19.99908762649285,0.003594723699146694,535.6194490192345
16.0,396.168833310404,261.07383265239463,83.25613358080065,-1.18787639136861,1.6167274676085408,-0.0067985917353456955,-1.5679580248879708,0.009869120550837364,19.998910945297997,-3.9757793887064275e-05,571.3274122871835
17.0,394.8638164571383,296.75794510783174,84.49377882254602,-0.06235406266296527,1.612980056783619,-0.010835407082690327,-1.5503519351650836,0.006121709725915464,19.998622496628116,0.00047249304185512504,607.0353755551325
18.0,393.38277892137916,332.4357071487717,85.51811121748112,0.07666932748091716,1.6114294089973227,0.003539481853072054,-1.3566106461499718,0.004571061939619104,19.998044627912858,0.00022586015853609255,642.7433388230816
19.0,391.91758301648065,368.1140407186983,86.36873415711007,0.023153884937010906,1.6110861589613361,-0.005235161222295772,-1.1787212943574008,0.004227811903632768,19.996260448811945,-0.0010386411171555527,678.4513020910306
20.0,390.49656746594553,403.7939682124687,87.07437892172752,0.14192651636840772,1.6082198895433752,-0.00870086414959933,-1.0450410401001435,0.0013615424856718487,19.985565156028425,9.870495503854324e-06,714.1592653589796
