node_idx,x,v,theta,omega,force,time
0.0,-1.4251425413532815e-06,0.004080648722223485,0.015331537365734779,-0.0019579298827945065,11.150302173707908,0.0
1.0,0.0006364087203483935,0.12691437331267752,0.025684328116503747,-0.12561363837036452,11.781950108743615,0.01
2.0,0.0025593950563523836,0.25261942464030285,0.04762061922585354,-0.2489301072410204,11.118169660597413,0.02
3.0,0.0057047112700531035,0.376940795324064,0.06580872739913139,-0.3745045903799464,11.558457192814855,0.03
4.0,0.010405680606545443,0.4977594497339369,0.08515037199358984,-0.4922439687544477,10.857027096065444,0.04
5.0,0.01629936775700356,0.6171947678287742,0.10252961343122835,-0.6123107552081665,11.231346077758754,0.05
6.0,0.023451465515009793,0.732333038996693,0.11968608216840214,-0.7231227410050429,10.591222586136029,0.06
7.0,0.03207119055664197,0.8456248949757531,0.1348657747554547,-0.835338407494606,10.815862710716663,0.06999999999999999
8.0,0.041574052452510515,0.954805369415606,0.15015586886841947,-0.9381490953261351,10.343726857713424,0.08
9.0,0.052054585993094114,1.0615928124890353,0.16306059427534586,-1.0418721010010783,10.385772593114174,0.09
10.0,0.06352222456189406,1.1647174522672858,0.17647454802911017,-1.1367310607074053,10.138260178198417,0.1
11.0,0.07627071493440363,1.2829816405026744,0.18709974770430327,-1.249264960066528,10.066116343385366,0.11
12.0,0.08971199350363097,1.2980982683134055,0.1983225162026345,-1.2557033488132754,-10.008867513994204,0.12000000000000001
13.0,0.10269629668393482,1.1935335050067373,0.2076016578169424,-1.147278372686423,-10.55224164514951,0.13
14.0,0.11460250522560564,1.0837617405409103,0.22212996458328926,-1.0299931955500226,-10.36802969999006,0.14
15.0,0.12519503443706181,0.9713546045770746,0.233515266692959,-0.9138074645529352,-10.982813676895097,0.15000000000000002
16.0,0.13462886883320088,0.8558052186793752,0.2508383506560053,-0.791025168693842,-10.573674168516435,0.16
17.0,0.1430921074859631,0.7399483720390779,0.2643419074627377,-0.6707751241516676,-11.222650232364177,0.17
18.0,0.15051652514208583,0.6218829427670043,0.28448127387199823,-0.5456909410227939,-10.719558625418244,0.18
19.0,0.15692588116181747,0.5020925710345363,0.3001406913404234,-0.4240687492169957,-11.352092203787027,0.19
20.0,0.161929683803308,0.3811149267149364,0.32310219337685037,-0.2991119976695725,-10.814595550773157,0.19999999999999998
21.0,0.16500399483101869,0.2614572081745084,0.3409517522134334,-0.1782754276906562,-11.41521568726521,0.21
22.0,0.16679627726831803,0.14197806179999792,0.3666791622065256,-0.05539132049359986,-10.867056730406443,0.21999999999999997
23.0,0.16786464651395294,0.02305281353853207,0.38669249391728555,0.06283812045179728,-11.435039142470313,0.22999999999999998
24.0,0.16771753751406732,-0.09567525635271745,0.41511606298229176,0.18197969673116635,-10.883760116173914,0.23999999999999996
25.0,0.16591009997576545,-0.21399338410981447,0.43724514328782477,0.29598425278156204,-11.422290524803037,0.24999999999999997
26.0,0.16295931866300198,-0.3318914802722225,0.4682651835868739,0.40987553640170377,-10.869646151083531,0.25999999999999995
27.0,0.1594415036604277,-0.4496090442317243,0.49244612666614745,0.5181725641884622,-11.380595624141495,0.26999999999999996
28.0,0.1548551985176798,-0.5662297188731431,0.5259250017527639,0.6254180695240833,-10.828103525777674,0.27999999999999997
29.0,0.14863500480477423,-0.6818731209813187,0.552079305725091,0.7266336940236133,-11.309097746432258,0.29
30.0,0.14119228191245625,-0.7956278699159405,0.5878385041008758,0.8259406924028195,-10.761662947628038,0.3
31.0,0.1328680757726073,-0.9077673999452084,0.6158713641689796,0.9188139455744442,-11.204039489958214,0.31
32.0,0.12334891614578768,-1.0178546804704143,0.653693127720849,1.0090132619566539,-10.672958615963864,0.32
33.0,0.11233075750945978,-1.127081106122367,0.6834909402472567,1.0924292312356065,-11.06066424443342,0.33
34.0,0.10021939266133106,-1.2342048471044216,0.7231290123097042,1.172525227077261,-10.565637204949848,0.34
