node_idx,x,v,theta,omega,force,time
0.0,1.0793671582990191e-05,0.012808365634458679,0.023010221727525496,-0.00818523671494577,10.543795352389333,0.0
1.0,0.0006727635019433565,0.12901809699701353,0.0321944276918227,-0.12536595727040623,10.84205433364115,0.01
2.0,0.0027817173300826873,0.2534138556109168,0.05255903458604707,-0.2462739702358438,10.528565730025555,0.02
3.0,0.005894375214122209,0.37602139736281615,0.06793935386218176,-0.37034324223450094,10.736513729744019,0.03
4.0,0.011714173340670812,0.4958838449357389,0.0862980650082406,-0.4856282757518553,10.405227220802779,0.04
5.0,0.01933206796210591,0.6168435925786847,0.10223382281319485,-0.6069869788403772,10.58193114621073,0.05
6.0,0.028350677442133987,0.7314630432515262,0.11857110940554495,-0.7151615822675598,10.279698258100002,0.06
7.0,0.038432270958342986,0.8445766967694116,0.13290695730487978,-0.8297477177915553,10.385588254124942,0.06999999999999999
8.0,0.04826657655282861,0.9488036687480967,0.14761990286897628,-0.9300551427528966,10.162892689624005,0.08
9.0,0.058199749716892624,1.057874405496052,0.1597060336940882,-1.0364618075021457,10.182392153898144,0.09
10.0,0.06847691813444737,1.1598616074167638,0.17251445418118067,-1.1290612438511907,10.066344683732256,0.1
11.0,0.08146024850179129,1.279986025195688,0.1822229274601548,-1.244251713455801,10.032011903860084,0.11
12.0,0.09498452716657968,1.2932304461523456,0.19241581081041956,-1.246740002742809,-10.25846239289325,0.12000000000000001
13.0,0.10743363817766992,1.1914923922163414,0.1996166762963901,-1.1397863164865123,-10.262842069311002,0.13
14.0,0.1189275083461388,1.0822585493890582,0.2142565122838419,-1.0207570078015828,-10.17560976744702,0.14
15.0,0.12930967520760958,0.9723834848179131,0.2236144978673847,-0.9071383182576921,-10.465431832635431,0.15000000000000002
16.0,0.1385958359737849,0.8554645934177404,0.24141192144871473,-0.7830882735281248,-10.272082605456577,0.16
17.0,0.14745509672015883,0.741415021171249,0.2528559579895882,-0.6647444059275215,-10.578657312184426,0.17
18.0,0.15525891276041162,0.6222273175395815,0.2737719759721097,-0.5388354246643464,-10.340842326437517,0.18
19.0,0.1600322351841896,0.5062037063126704,0.2873242142866257,-0.41854727582685647,-10.639806956486924,0.19
20.0,0.16321585182962686,0.3877101152436344,0.3112953948812452,-0.2930522947057005,-10.385670269098997,0.19999999999999998
21.0,0.1656281611140661,0.26931615229541556,0.3269970807410901,-0.17314674638148642,-10.669625783959711,0.21
22.0,0.16680013626883816,0.15139181456794823,0.3539182454135072,-0.049927276272496456,-10.41040400899778,0.21999999999999997
23.0,0.16786283538644453,0.032066719863831236,0.3717629430525578,0.0676548744184573,-10.678986966504425,0.22999999999999998
24.0,0.1678869048795472,-0.08663785601701166,0.4015166690827301,0.18697258877999223,-10.418272226847673,0.23999999999999996
25.0,0.16594809131045543,-0.20277474079462646,0.4214559784651426,0.3005451404499978,-10.67296818046026,0.24999999999999997
26.0,0.1630301857983846,-0.31857647236055237,0.4539425290361838,0.41447959788799643,-10.41159603600924,0.25999999999999995
27.0,0.1584486744816549,-0.4352859235272779,0.4759510064964481,0.5225190111867297,-10.653269046110285,0.26999999999999996
28.0,0.1527073966347957,-0.5498874614423448,0.5110229248553543,0.6296898060576563,-10.391963792322972,0.27999999999999997
29.0,0.14677677162970248,-0.6650121290129924,0.5350684497513972,0.7307996563807881,-10.619471725550813,0.29
30.0,0.13938903722520013,-0.7764541273192158,0.5725171248645972,0.8299233487986188,-10.360566783163016,0.3
31.0,0.13020083646670952,-0.8870556536097075,0.5985288380274535,0.9228316119182471,-10.569812388689373,0.31
32.0,0.11965370704692539,-0.9951827266716322,0.6381124418504258,1.0127556454636082,-10.318663638623319,0.32
33.0,0.10857974922577113,-1.1044696320859693,0.6659856125628203,1.0963369527615088,-10.502072100509926,0.33
34.0,0.0968165345691556,-1.2112089756137148,0.7074637119885778,1.176105730096398,-10.267975143035708,0.34
35.0,0.08415408199493578,-1.3178516454593727,0.7371234563842641,1.2494375637118897,-10.415058627496155,0.35000000000000003
36.0,0.07054863639590746,-1.4192550210664896,0.7801738346708958,1.3183628409393227,-10.211201811945655,0.36000000000000004
37.0,0.05567474907431419,-1.5199143538611322,0.8114819316347875,1.3808113634113173,-10.31130119210935,0.37000000000000005
38.0,0.03974019562644054,-1.6151735209302274,0.855788869861032,1.4385811788746852,-10.152271731724305,0.38000000000000006
39.0,0.022572049251740323,-1.7119827915441148,0.8885378097635315,1.4898888329069087,-10.19983281563935,0.39000000000000007
40.0,0.0049100385523369134,-1.8045118529597106,0.9339828957380603,1.5366708829018259,-10.096254151800482,0.4000000000000001
41.0,-0.013755155465185185,-1.8966337179938044,0.9679229794430482,1.5770315799544572,-10.097968036986298,0.4100000000000001
42.0,-0.033091704101374936,-1.984702405258278,1.0151924761226805,1.6135010115308814,-10.048552961172712,0.4200000000000001
43.0,-0.053164874298729,-2.0732632676621874,1.0500484364615872,1.643543431904936,-10.027762306757918,0.4300000000000001
44.0,-0.07390362161131095,-2.15811151096283,1.1026765981398035,1.670591801717039,-10.015983498124868,0.4400000000000001
45.0,-0.09503865589533639,-2.181272328319961,1.1520543619076067,1.6637242798153056,2.956205681050865,0.4500000000000001
46.0,-0.11664634560248811,-2.105668489779323,1.1962276897224995,1.6187868444279936,10.107270281741215,0.46000000000000013
47.0,-0.13722140782819284,-2.003098412569147,1.2442312010635566,1.5650196063951085,10.310642094692959,0.47000000000000014
48.0,-0.15713431418361265,-1.8951378413060105,1.281181516908319,1.5136815805388004,10.172628134341537,0.48000000000000015
49.0,-0.1765817188822609,-1.7878732546920206,1.3254686616926723,1.4653059238576593,10.398737111489249,0.49000000000000016
50.0,-0.19406025948597438,-1.6793713562251937,1.3608856835335261,1.4197346333555978,10.219679472878326,0.5000000000000001
51.0,-0.21004277813029815,-1.5721767026853486,1.4034250159212807,1.377445234255018,10.459489228597072,0.5100000000000001
52.0,-0.2246949387326547,-1.4647383875620534,1.437305443945572,1.3380841714818394,10.254070882622203,0.5200000000000001
53.0,-0.23905123734807102,-1.3575036337514994,1.479454414111493,1.3023036192307207,10.502184122536264,0.5300000000000001
54.0,-0.2528458916153568,-1.2492512775830034,1.5126862804851013,1.2694754582922712,10.278576835385294,0.5400000000000001
55.0,-0.26472183022893797,-1.1420987977412755,1.5541160530584626,1.2406080592293423,10.531231644305171,0.5500000000000002
56.0,-0.2755732439872621,-1.032761093415699,1.5860652567114701,1.214500981391206,10.29468011506135,0.5600000000000002
57.0,-0.28538641942509546,-0.9251507658142643,1.627171770922746,1.1927140209341829,10.54928709299272,0.5700000000000002
58.0,-0.29411991885510735,-0.8162251400496474,1.6584228301505004,1.173421939210074,10.303478962648652,0.5800000000000002
59.0,-0.3018006434105097,-0.7084809568956706,1.699130937859972,1.158832221789714,10.557945763652521,0.5900000000000002
60.0,-0.3085379849400286,-0.6002423721002242,1.7297458158264503,1.1463872650764702,10.305728657365368,0.6000000000000002
61.0,-0.3140661411392347,-0.49240602702032393,1.770569605886713,1.1390319196717387,10.55816235343214,0.6100000000000002
62.0,-0.3182987004170648,-0.38421378282999374,1.8008125734890144,1.1334673723945508,10.302030971000647,0.6200000000000002
63.0,-0.32157767532484494,-0.27641309363154504,1.8415365427995165,1.1334229829396436,10.550381401944962,0.6300000000000002
64.0,-0.32366371587671755,-0.16860713665244348,1.8713341191734405,1.1347031539501984,10.292869759839862,0.6400000000000002
65.0,-0.3246556378619651,-0.06089743252515425,1.9120187373881552,1.1418845523132275,10.534735167588495,0.6500000000000002
66.0,-0.3247913969355052,0.0473396072460898,1.941950345343173,1.1499334292532113,10.278673235726535,0.6600000000000003
67.0,-0.32378545001879067,0.15535339258888328,1.9827919979019129,1.1643440657199822,10.511056385171685,0.6700000000000003
68.0,-0.3217856511311929,0.26277458158845624,2.012904151129454,1.1791279455673758,10.259810898781039,0.6800000000000003
69.0,-0.31866564212418585,0.369513431325415,2.0539954367744166,1.2007456751386667,10.479001954989531,0.6900000000000003
70.0,-0.3144217290244956,0.4750798960079629,2.0842841700440795,1.2221966619125768,10.23667112902169,0.7000000000000003
71.0,-0.30916147989757403,0.5817195127224521,2.125572464603618,1.2509267244592244,10.43816627565048,0.7100000000000003
72.0,-0.3028041851589841,0.686790509257956,2.156236925213253,1.27889664723256,10.209626604810806,0.7200000000000003
73.0,-0.29542537767532145,0.7925005390296758,2.1981286618164986,1.3146163012340315,10.38818478469636,0.7300000000000003
74.0,-0.28696234687783967,0.8963934976145733,2.2298148451119153,1.3490476765959123,10.179214287338013,0.7400000000000003
75.0,-0.27741612918917974,1.0001931808054132,2.2718561688792667,1.391695607354419,10.328941134452425,0.7500000000000003
76.0,-0.26685171161550986,1.1023286769575011,2.3040985721213447,1.4324229795272352,10.145961779684544,0.7600000000000003
77.0,-0.25526393828606925,1.2051105942756264,2.3465085555153506,1.4818000260131288,10.260717042605108,0.7700000000000004
78.0,-0.24266961804542628,1.3058663772067158,2.3798695596065262,1.5286753895351022,10.110644860606978,0.7800000000000004
79.0,-0.22905511785055427,1.4073341330063136,2.4227257212788396,1.5846242025649229,10.184887401170544,0.7900000000000004
80.0,-0.21444690608716835,1.50689590773339,2.4571925460975894,1.637616589456754,10.074949093689666,0.8000000000000004
81.0,-0.19886313518288665,1.6078735411813303,2.5010422956211737,1.7000377669451023,10.105087806200501,0.8100000000000004
82.0,-0.1822872286835622,1.7067236798252408,2.536101780972666,1.7592769498801712,10.04399883231213,0.8200000000000004
83.0,-0.16471973750097565,1.7893201145523552,2.5789372474019974,1.813740546536341,4.8442408523606835,0.8300000000000004
